link,headline,category,short_description,authors,date,combined_text
https://www.huffingtonpost.com/entry/a-time-of-vigilance-in-th_b_5175702.html,A Time of Vigilance in the Ukraine,RELIGION,"We are challenged these days by the ugly reminders of anti-Semitism on both sides of the Ukrainian conflict and, of course, so recently in our own backyard. We must both remain vigilant against those who would do us harm and anticipate not increasing danger but redemption and peace.","Rabbi Michael Bernstein, ContributorCongregation Gesher L’Torah",2014-04-19,"A Time of Vigilance in the Ukraine We are challenged these days by the ugly reminders of anti-Semitism on both sides of the Ukrainian conflict and, of course, so recently in our own backyard. We must both remain vigilant against those who would do us harm and anticipate not increasing danger but redemption and peace. Rabbi Michael Bernstein, ContributorCongregation Gesher L’Torah"
https://www.huffingtonpost.com/entry/are-president-trumps-supporters-embarrassed-to-tell-pollsters-they-like-him_us_58e38bc9e4b0f4a923b1cc8c,Are President Trump's Supporters Embarrassed To Tell Pollsters They Like Him?,POLITICS,A new study tests the differences between online and phone surveys -- and finds little evidence of an effect.,Ariel Edwards-Levy and Grace Sparks,2017-04-04,Are President Trump's Supporters Embarrassed To Tell Pollsters They Like Him? A new study tests the differences between online and phone surveys -- and finds little evidence of an effect. Ariel Edwards-Levy and Grace Sparks
https://www.huffingtonpost.com/entry/hillary-clinton-iowa-health-care_us_56b0125ee4b0b8d7c23062a2,"Health Care Politics Hurt Clinton For Years, Then Saved Her In Iowa",POLITICS,"Sanders' call for a single-payer government system did him in, after Clinton homed in on it.",Howard Fineman,2016-02-02,"Health Care Politics Hurt Clinton For Years, Then Saved Her In Iowa Sanders' call for a single-payer government system did him in, after Clinton homed in on it. Howard Fineman"
https://www.huffingtonpost.com/entry/lyrid-meteor-shower-peak-tonight-moon_us_5baeb5d3e4b014374e2e43cb,Lyrid Meteor Shower To Peak Tonight (April 21) But May Be Dulled By Moonlight,SCIENCE,"The best time to seek Lyrid meteors is actually in the wee hours of Monday morning (April 22) after the moon has set, but",,2013-04-21,"Lyrid Meteor Shower To Peak Tonight (April 21) But May Be Dulled By Moonlight The best time to seek Lyrid meteors is actually in the wee hours of Monday morning (April 22) after the moon has set, but "
https://www.huffpost.com/entry/economy-recession-trump_n_5d594f29e4b056fafd0d6003,Top Trump Economic Adviser Larry Kudlow Sees 'No Recession In Sight',POLITICS,"The head of the National Economic Council says the economy is “in pretty good shape"" despite growing fears of a coming downturn.",Igor Bobic,2019-08-18,"Top Trump Economic Adviser Larry Kudlow Sees 'No Recession In Sight' The head of the National Economic Council says the economy is “in pretty good shape"" despite growing fears of a coming downturn. Igor Bobic"
https://www.huffingtonpost.com/entry/micro-or-macro-amazing-nature-images_us_5baebc35e4b014374e2e9f3e,What Is That? 10 Amazing Photos Show It Can Be Hard To Tell Close Up From Far Away,SCIENCE,It's... micro again! This is a scanning electron microscope image of the surface of a piece of polished aluminum. Interesting,Macrina Cooper-White,2013-10-26,What Is That? 10 Amazing Photos Show It Can Be Hard To Tell Close Up From Far Away It's... micro again! This is a scanning electron microscope image of the surface of a piece of polished aluminum. Interesting Macrina Cooper-White
https://www.huffingtonpost.com/entry/alien-contact-cornell_us_576ad0e9e4b0c0252e780235,"Alien Contact Is Still 1,500 Years Away, Cornell Researchers Say",SCIENCE,But scientists searching for ETs aren't waiting around.,Lee Speigel,2016-06-22,"Alien Contact Is Still 1,500 Years Away, Cornell Researchers Say But scientists searching for ETs aren't waiting around. Lee Speigel"
https://www.huffingtonpost.com/entry/national-recovery-month_n_5837344.html,White House Celebrates 25th Anniversary Of National Recovery Month,POLITICS,,Paige Lavender,2014-09-17,White House Celebrates 25th Anniversary Of National Recovery Month  Paige Lavender
https://www.huffingtonpost.com/entry/why-is-the-southern-baptist-convention-cutting-hundreds-of-jobs_us_55df6178e4b029b3f1b1fd52,Why Is The Southern Baptist Convention Cutting Hundreds Of Jobs?,RELIGION,As many as 800 employees from the overseas missions agency will soon be unemployed.,"Adelle M. Banks, Religion News Service",2015-08-28,"Why Is The Southern Baptist Convention Cutting Hundreds Of Jobs? As many as 800 employees from the overseas missions agency will soon be unemployed. Adelle M. Banks, Religion News Service"
https://www.huffingtonpost.com/entry/the-supreme-ugliness-of-the-deportation-regime_us_58f8c813e4b01d4eb1e169e5,The Supreme Ugliness Of The Deportation Regime,POLITICS,Things are going to go from ugly to hideous when the federal government brings its might against sanctuary cities.,"Llewellyn King, ContributorJournalist, broadcaster, public speaker",2017-04-20,"The Supreme Ugliness Of The Deportation Regime Things are going to go from ugly to hideous when the federal government brings its might against sanctuary cities. Llewellyn King, ContributorJournalist, broadcaster, public speaker"
https://www.huffingtonpost.com/entry/makha-bucha-2016-buddhist-festival_us_56cc90dce4b0ec6725e405df,Buddhists Stage Massive Lighting Ceremony At Thai Temple,RELIGION,Hundreds of people came together to renew their commitment to the religion.,Carol Kuruvilla,2016-02-23,Buddhists Stage Massive Lighting Ceremony At Thai Temple Hundreds of people came together to renew their commitment to the religion. Carol Kuruvilla
https://www.huffingtonpost.com/entry/science-and-faith-graphic-novel_us_56e337c2e4b0860f99d91509,A Graphic Novel Is In The Works To Show How Science And Faith Can Coexist,RELIGION,All it takes is dialogue and an open mind.,Antonia Blumberg,2016-03-14,A Graphic Novel Is In The Works To Show How Science And Faith Can Coexist All it takes is dialogue and an open mind. Antonia Blumberg
https://www.huffingtonpost.comhttp://www.nytimes.com/2014/02/16/opinion/sunday/is-the-universe-a-simulation.html,Is The Universe A Simulation?,SCIENCE,"IN Mikhail Bulgakov’s novel “The Master and Margarita,” the protagonist, a writer, burns a manuscript in a moment of despair",,2014-02-17,"Is The Universe A Simulation? IN Mikhail Bulgakov’s novel “The Master and Margarita,” the protagonist, a writer, burns a manuscript in a moment of despair "
https://www.huffingtonpost.com/entry/st-louis-islamophobia_us_56cd19abe4b0928f5a6dad6e,"Man Allegedly Brandishes Gun, Yells 'All Of You Should Die' To Muslim Couple",RELIGION,Local religious leaders have called for the act to be prosecuted as a hate crime.,Nick Visser,2016-02-24,"Man Allegedly Brandishes Gun, Yells 'All Of You Should Die' To Muslim Couple Local religious leaders have called for the act to be prosecuted as a hate crime. Nick Visser"
https://www.huffingtonpost.comhttp://nymag.com/daily/intelligencer/2015/11/patrick-hardison-face-transplant.html,How One Man's Face Became Another Man's Face,SCIENCE,"For the moment, the face belongs to no one. It floats in a bowl of icy, hemodynamic preserving solution, paused midway on",,2015-11-16,"How One Man's Face Became Another Man's Face For the moment, the face belongs to no one. It floats in a bowl of icy, hemodynamic preserving solution, paused midway on "
https://www.huffingtonpost.com/entry/democrats-arrested-trump-protest_us_59c1616ae4b0f22c4a8d299e,Latino Democrats Arrested Protesting Trump On Immigration,POLITICS,They called for legislation granting legal status to young undocumented immigrants who came to the U.S. as children.,Elise Foley,2017-09-19,Latino Democrats Arrested Protesting Trump On Immigration They called for legislation granting legal status to young undocumented immigrants who came to the U.S. as children. Elise Foley
https://www.huffingtonpost.com/entry/relevant-magazine-ranks-magnificent-christian-album-covers-of-yesteryear-and-its-perfect_us_5615885be4b0cf9984d84188,The Most Kick- (Satan In The) Ass Christian Rock Album Covers Ever,RELIGION,Online streaming deprives fans of inspired cover art.,Carol Kuruvilla,2015-10-08,The Most Kick- (Satan In The) Ass Christian Rock Album Covers Ever Online streaming deprives fans of inspired cover art. Carol Kuruvilla
https://www.huffingtonpost.com/entry/rhode-island-veterans-homeless_us_563f938de4b0307f2cadd1d3,Rhode Island Latest State Poised To End Veterans' Homelessness,POLITICS,"""It's hard for a person who is homeless to have dignity.""","MICHELLE R. SMITH, AP",2015-11-08,"Rhode Island Latest State Poised To End Veterans' Homelessness ""It's hard for a person who is homeless to have dignity."" MICHELLE R. SMITH, AP"
https://www.huffingtonpost.com/entry/mars-meteorite-tissint-auction_us_5baeb237e4b014374e2de020,"Mars Meteorite: Tissint, Space Rock That Hit Moroccan Desert, To Be Auctioned Sunday",SCIENCE,"In the beginning of January, The Meteoritical Society contacted Hasnaa Chennaoui Aoudjehane, a Moroccan meteoriticist at",,2012-10-14,"Mars Meteorite: Tissint, Space Rock That Hit Moroccan Desert, To Be Auctioned Sunday In the beginning of January, The Meteoritical Society contacted Hasnaa Chennaoui Aoudjehane, a Moroccan meteoriticist at "
https://www.huffingtonpost.com/entry/senator-tammy-baldwin-a-fighter-for-the-people_us_5953dc61e4b0326c0a8d0cfe,Senator Tammy Baldwin: A Fighter For The People,POLITICS,"These days, the little guy is always left with the short end of the stick. Nowhere is that more evident than in Congress","Tiffany Muller, ContributorPresident, End Citizens United",2017-06-28,"Senator Tammy Baldwin: A Fighter For The People These days, the little guy is always left with the short end of the stick. Nowhere is that more evident than in Congress Tiffany Muller, ContributorPresident, End Citizens United"
https://www.huffingtonpost.com/entry/martin-scorsese-silence_n_5669702.html,Martin Scorsese To Direct Movie About Jesuit Missionaries,RELIGION,,,2014-09-07,Martin Scorsese To Direct Movie About Jesuit Missionaries  
https://www.huffingtonpost.comhttp://www.nytimes.com/2013/05/19/magazine/say-hello-to-the-100-trillion-bacteria-that-make-up-your-microbiome.html?pagewanted=1&_r=0,100 Trillion Bacteria Make Up Human Microbiome & Biologists Say It's A Good Thing,SCIENCE,"I can tell you the exact date that I began to think of myself in the first-person plural — as a superorganism, that is, rather",,2013-05-18,"100 Trillion Bacteria Make Up Human Microbiome & Biologists Say It's A Good Thing I can tell you the exact date that I began to think of myself in the first-person plural — as a superorganism, that is, rather "
https://www.huffingtonpost.com/entry/muslim-celebs-explain-why-a-religion-of-17-billion-cant-be-reduced-to-stereotypes_us_58334b6ee4b030997bc0b3cc,Muslim Celebs Explain Why A Religion Of 1.7 Billion Can't Be Reduced To Stereotypes,RELIGION,What does it mean to be Muslim? There are more than a billion answers.,Antonia Blumberg,2016-11-21,Muslim Celebs Explain Why A Religion Of 1.7 Billion Can't Be Reduced To Stereotypes What does it mean to be Muslim? There are more than a billion answers. Antonia Blumberg
